 # Detector n: 1D Projection
   0.0000000000000000        10.000000000000000        1.33271227E-09   4.32398748    
   10.000000000000000        20.000000000000000        1.28201805E-09   4.95936060    
   20.000000000000000        30.000000000000000        1.44752355E-09   4.96123648    
   30.000000000000000        40.000000000000000        1.54472601E-09   4.31938744    
   40.000000000000000        50.000000000000000        1.35088385E-09   4.59062481    
   50.000000000000000        60.000000000000000        1.45263257E-09   4.34819126    
   60.000000000000000        70.000000000000000        1.10458720E-09   3.39378762    
   70.000000000000000        80.000000000000000        1.37340905E-09   4.93546581    
   80.000000000000000        90.000000000000000        1.44198498E-09   4.36848831    
   90.000000000000000        100.00000000000000        1.41591416E-09   6.45714331    
   100.00000000000000        110.00000000000000        1.45026535E-09   4.74730492    
   110.00000000000000        120.00000000000000        1.29053213E-09   4.91219759    
   120.00000000000000        130.00000000000000        1.44673140E-09   3.20102119    
   130.00000000000000        140.00000000000000        1.21873878E-09   3.65412283    
   140.00000000000000        150.00000000000000        1.32351663E-09   4.55765390    
   150.00000000000000        160.00000000000000        1.42445489E-09   4.63579893    
   160.00000000000000        170.00000000000000        1.30532540E-09   3.86785388    
   170.00000000000000        180.00000000000000        1.54658553E-09   3.93518615    
   180.00000000000000        190.00000000000000        1.44698020E-09   4.42445707    
   190.00000000000000        200.00000000000000        1.28313560E-09   3.56748295    
   200.00000000000000        210.00000000000000        1.40386580E-09   4.27736139    
   210.00000000000000        220.00000000000000        1.58082225E-09   5.52860546    
   220.00000000000000        230.00000000000000        1.58856794E-09   4.06652212    
   230.00000000000000        240.00000000000000        1.45919832E-09   5.27218628    
   240.00000000000000        250.00000000000000        1.44869450E-09   4.44205046    
   250.00000000000000        260.00000000000000        1.34386158E-09   4.17167759    
   260.00000000000000        270.00000000000000        1.61268354E-09   3.86322737    
   270.00000000000000        280.00000000000000        1.62518676E-09   6.08670235    
   280.00000000000000        290.00000000000000        1.66769543E-09   4.71192265    
   290.00000000000000        300.00000000000000        1.95592076E-09   4.21009874    
   300.00000000000000        310.00000000000000        1.75982262E-09   5.24272203    
   310.00000000000000        320.00000000000000        1.87174409E-09   4.12464142    
   320.00000000000000        330.00000000000000        1.95536809E-09   6.14390802    
   330.00000000000000        340.00000000000000        1.88256521E-09   3.51672459    
   340.00000000000000        350.00000000000000        2.11337370E-09   4.97020674    
   350.00000000000000        360.00000000000000        2.50259768E-09   4.06550407    
   360.00000000000000        370.00000000000000        2.71167733E-09   3.96950626    
   370.00000000000000        380.00000000000000        3.06296877E-09   3.54192591    
   380.00000000000000        390.00000000000000        3.81115273E-09   2.63912249    
   390.00000000000000        400.00000000000000        4.83978324E-09   2.36300516    
   400.00000000000000        410.00000000000000        7.05740621E-09   2.18128514    
   410.00000000000000        410.00000000000000        7.05740621E-09   2.18128514    
